categorie|marque|nom|nutritionGradeFr|ingredients|energie100g|graisse100g|sucres100g|fibres100g|proteines100g|sel100g|vitA100g|vitD100g|vitE100g|vitK100g|vitC100g|vitB1100g|vitB2100g|vitPP100g|vitB6100g|vitB9100g|vitB12100g|calcium100g|magnesium100g|iron100g|fer100g|betaCarotene100g|presenceHuilePalme|allergenes|additifs|
Snacks|Carrefour|Barres céréales Chocolat Noir Orange|c|Céréales 44% [céréales de riz et _blé_, céréales au riz enrobées de chocolat [riz, sucre, chocolat, poudre de cacao, poudre de cacao maigre, sel, extrait de malt d'_orge_, arôme naturel], pétales de maïs sucrés, flocons d'_avoine_ 8%], sirop de glucose, sucre inverti, pépites de chocolat noir 8%, écorces d'oranges confites 5%, huile de tournesol, stabilisant : sorbitol, eau, arôme naturel d'orange, émulsifiant : lécithine de _soja_, acidifiant : acide citrique.|1580|6.24|29.8|2.88|4.8|0.337|||||||||||||||||0|blé, blé, blé, blé, orge, orge, avoine, soja, soja|E322 - Lécithines,E322i - Lécithine,E330 - Acide citrique,E420 - Sorbitol,E420i - Sorbitol,E471 - Mono- et diglycérides d'acides gras alimentaires|
Snacks|Carrefour|Barres céréales chocolat noir|c|Céréales 40 % [céréales riz et _blé_, pétales de maïs, flocons d'_avoine_ 10.1 %], chocolat noir 22.1 % [pépites de chocolat noir 15.1 %, morceaux de chocolat noir], sirop de glucose, sucre inverti, stabilisant : sorbitols, huile de tournesol, caramel, humectant : glycérol, cacao maigre en poudre, arôme, eau, sucre, sel, émulsifiant : sucro ester d'acides gras.|1629|9.9|22.5|4.7|6.2|0.45|||||||||||||||||0|blé, blé, blé, blé, orge, avoine, soja|E322 - Lécithines,E420 - Sorbitol,E422 - Glycérol,E442 - Phosphatides d'ammonium,E471 - Mono- et diglycérides d'acides gras alimentaires,E473 - Sucroester|
Snacks|Carrefour|Blinis|c|Eau, farine de blé, huile de colza, fromage frais à 0% de matière grasse, lactose et protéines de lait, oeuf en poudre, levure, sel, sucre, stabilisant : sirop de sorbitol, poudre à lever : bicarbonate de sodium. Peut contenir des traces de soja.|1036|11|2.3|2.2|5.7|1.1|||||||||||||||||0|blé, crème, lactose, lait, oeufs|E420 - Sorbitol,E420ii - Sirop de sorbitol,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Snacks|Carrefour|Apéro Roll Poivre|e|Laitde vache pasteurisé, jambon cru fumé 30%, crèmepasteurisée, sel, poivre 0.86%, amidon modifié, lactose, conservateur : acide sorbique, acidifiant : acide citrique, ferments lactiques, extrait de romarin.|1144|24|2.1|1|11|2.3|||||||||||||||||0|Lait, crème, lactose, lactiques|E14XX - Amidons modifiés,E200 - Acide sorbique,E202 - Sorbate de potassium,E250 - Nitrite de sodium,E252 - Nitrate de potassium,E301 - Ascorbate de sodium,E330 - Acide citrique,E392 - Extrait de romarin|
Snacks|Carrefour|Apéro Club|d|Soufflés aromatisés emmental : Semoule de maïs, huile de tournesol 25 %, arôme. Soufflés aromatisés bacon : Farine de maïs, huile de tournesol 27 %, farine de riz, farine complète d'_avoine_, farine de _blé_, arôme, sucre, sel, poudre à lever : carbonates de sodium, arômes de fumée. Soufflés salés : Pomme de terre déshydratées, amidon de pomme de terre, huile de tournesol 20 %, sel 2.4 %, arôme naturel de paprika, arôme naturel de curcuma. Soufflés à la cacahuète : Semoule de maïs, cacahuètesgrillées moulues 33 %, huile de tournesol 5.9 %, sel, dextrose, poivre.|2109|25|2.5|3.3|8.1|2.2|||||||||||||||||0|fromages, avoine, blé, blé, sulfites, sulfites, arachides|E500 - Carbonates de sodium,E508 - Chlorure de potassium|
Snacks|Carrefour|Cake Jambon Olives|c|Jambon cuit supérieur 21%_oeufs_ 16.5%, farine de _blé_, huile de colza, _lait_, _emmental_, olives vertes 7.9%, fibres de pousses de bambou, sucre, poudres à lever : diphosphate disodique et carbonate acide de sodium, muscade, poivre|1276|21.7|2.5|3|13.8|1.4|||||||||||||||||0|oeufs, blé, lait, emmental|E202 - Sorbate de potassium,E250 - Nitrite de sodium,E300 - Acide ascorbique,E316 - Erythorbate de sodium,E330 - Acide citrique,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Snacks|Carrefour|Barres céréalieres chocolat noir|d|Sirop de glucose, chocolat noir 22%, farine de _blé_ 13%, flocons d'_avoine_ 10.8%, maïs 6.6%, farine de riz 5.6%, huile de palme, stabilisant : sorbitols, dextrose, sucre, sel, extrait de malt d'_orge_, émulsifiants : sucroesters d'acides gras, arôme naturel|1735|11|31|3.6|5.5|0.45|||||||||||||||||1|en:gluten,en:soybeans|E322 - Lécithines,E420 - Sorbitol,E473 - Sucroester|
Snacks|Carrefour|Brioche Tranchée|d|Farine de blé 53%, sucre, eau, beurre concentré 9%, œuf frais 7%, levure, gluten de blé, émulsifiants : mono - et diglycérides d'acides gras et esters monoacétyltartriques et diacétyltartriques des mono - et diglycérides d'acides gras, arômes, sel, fibres de blé, rhum, conservateur : propionate de calcium, colorants : caroténoïdes, antioxydant : acide ascorbique.|1470|11|12|2.1|7.5|0.87|||||||||||||||||0|blé, beurre, beurre, œufs, blé, blé, blé|E160 - Caroténoïdes,E282 - Propionate de calcium,E300 - Acide ascorbique|
Snacks|Carrefour|Assortiment de soufflés|d|soufflé aromatisé emmental : semoule de maïs 71%, huile de tournesol 25%, arômes. soufflé à la tomate : semoule de maïs 49%, cacahuètes grillés moulues 21g, huile de tournesol 18g, pudre de tomate 13.5g, sel, arômes, dextrose, extrait de paprika soufflé à la cacahuète : semoule de maïs 64g, cacahuètes grillés moulus 33g, huile de tournesol 5.9g, sel, dextrose, poivre soufflé à l'oignon : semoule de maïs 64g, huile de tournesol 20%, farine de blé, oignon en poudre 6%, son de blé, lait écrémé en poudre, assaisonnement aromatisé, sel, persil, curcumine|2094|25|4.9|4|10|1.9|||||||||||||||||0||E100 - Curcumine,E160c - Extrait de paprika|
Snacks|Carrefour|Apéro Roll Ail & fines herbes|e|Lait de vache pasteurisé, jambon cru fumé 30%, crème pasteurisée, sel, ail déshydraté 0.63%, amidon modifié, persil déshydraté 0.11%, poivre, lactose, conservateur : acide sorbique, acidifiant : acide citrique, ciboulette déshydratée 0.005%, ferments lactiques, arôme naturel d'ail, extrait de romarin.|1171|25|2.2|1.2|12|2.1|||||||||||||||||0|Lait, crème, lactose, lactiques, Lait, crème, lactose, lactiques|E14XX - Amidons modifiés,E200 - Acide sorbique,E202 - Sorbate de potassium,E250 - Nitrite de sodium,E252 - Nitrate de potassium,E301 - Ascorbate de sodium,E330 - Acide citrique,E392 - Extrait de romarin|
Snacks|Carrefour|Caramels tendres|e|Sirop de glucose, sucre, poudre de _lait_ écrémé, graisse végétale de palme, matière grasse de _lait_ anhydre, dextrose, fleur de sel de Guérande 0.7%, émulsifiant : mono - et diglycérides d'acides gras, arôme naturel de vanille.|1764|13|64||3.3|0.65|||||||||||||||||1|lait, lait||
Snacks|Carrefour|Barres céréales fraise chocolat blanc|c|Céréales 36.5 % [céréales riz et _blé_, flocons d'_avoine_ 13.4 %], sirop de glucose, pépites de chocolat blanc 10 %, pépites de fraises 9.5 % [sirop de fructose-glucose, humectant : glycérol, sucre, purée de fraise concentrée, fibres de _blé_, graisse de palme non hydrogénée, amidon de riz, agent gélifiant : pectine, acidifiants : acide citrique, acide malique, colorants : extraits de végétaux, arôme], sucre inverti, stabilisant : sorbitols, huile de tournesol, humectant : glycérol, caramel, sucre, eau, émulsifiant : sucro ester d'acides gras, sel, arôme.|1648|7.1|28|3.3|4.8|0.44|||||||||||||||||1|blé, blé, blé, blé, avoine, lactose, lait, lait, soja, blé|E296 - Acide malique,E322 - Lécithines,E330 - Acide citrique,E420 - Sorbitol,E422 - Glycérol,E440 - Pectines,E440i - Pectine,E473 - Sucroester|
Snacks|Carrefour|Apéro Roll Echalote et Ciboulette|e|Laitde vache pasteurisé, jambon cru fumé 30%, crème pasteurisée, sel, échalote déshydratée 0.61%, amidon modifié, ciboulette déshydratée 0.3%, poivre, oignon déshydraté, lactose, conservateur: acide sorbique, acidifiant : acide citrique, ferments lactiques.|1111|22|2.3|1.4|12|2|||||||||||||||||0|Lait, crème, lactose, lactiques|E14XX - Amidons modifiés,E200 - Acide sorbique,E202 - Sorbate de potassium,E250 - Nitrite de sodium,E252 - Nitrate de potassium,E301 - Ascorbate de sodium,E330 - Acide citrique|
Snacks|Carrefour|Pain au lait|d|Farine de blé 56%, sucre, œufs frais 12.4%, huile de colza, beurre concentré, émulsifiants : mono - et diglycérides d'acides gras et stéaroyl-2-lactylate de sodium, sel, levure, poudre de lait écrémé 0.9%, gluten de blé, arôme naturel, épaississant : gomme tara, antioxydant : acide ascorbique, arôme naturel, colorant : caroténoïdes. Peut contenir des traces de soja.|1492|12|12|2.2|7.6|1.3|||||||||||||||||0|blé, œufs, beurre, lait, blé, blé, œufs, beurre, lait, blé|E160 - Caroténoïdes,E300 - Acide ascorbique,E417 - Gomme tara|
Snacks|Carrefour|Orangettes Chocolat noir|e|- Lamelles d’écorces d’oranges confites 60% : Lamelles d’écorces d’oranges*, sirop de glucose-fructose de maïs*, sucre de canne*, dextrose de maïs*, correcteur d'acidité : jus de citron*. - Chocolat noir 40%: pâte de cacao*, sucre de canne*, beurre de cacao*, vanille en poudre*. * bio.|1758|15|63|6.6|2.1|0.11|||||||||||||||||0|||
Snacks|Carrefour|Crackers Cocktail|d|Farine de _blé_, huiles végétales, sucre, _emmental_ râpé 2.4 %, poudres à lever : carbonates d'ammonium, phosphates de calcium, carbonates de sodium, sel 1.4 %, farine d'_orge_ maltée, _graines de sésame_ 1.2 %, graines de pavot 0.5 %, sirop de sucre inverti, épices, extrait de levure, thym, arôme naturel, oignon en poudre, extrait de poivre noir.|2140|25|5.5|3|8.2|1.5|||||||||||||||||0|blé, emmental, orge, graines de sésame, blé|E341 - Phosphates de calcium,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Snacks|Carrefour|Orangettes chocolat noir|e|Lamelles d'écorces d'oranges 33%, pâte de cacao, sucre, sirop de glucose fructose, eau, beurre de cacao, émulsifiant : lécithine de soja, correcteur d'acidité : acide citrique, conservateur : sorbate de potassium, arôme naturel de vanille. Chocolat noir: cacao 70% minimum.|1732|16|46|8.1|3.3|0.06|||||||||||||||||0||E202 - Sorbate de potassium,E322 - Lécithines,E322i - Lécithine,E330 - Acide citrique|
Snacks|Carrefour|Raisin & Chocolat au lait|d|Céréales 42% [flocons d'_avoine_ 14%, farine de _blé_ 13.2%, pétales de maïs, farine de riz], sirop de glucose, chocolat au _lait_ 12%, raisins secs 7%, huile de palme, stabilisant : sorbitols, dextrose, sucre, caramel aromatique, sel, arôme, émulsifiant : sucroesters d'acide gras.|1688|9.9|31|4.8|6.7|0.55|||||||||||||||||1|avoine, blé, orge, lait, lait, lait|E420 - Sorbitol,E473 - Sucroester,E524 - Hydroxyde de sodium|
Snacks|Carrefour|Crêpettes|e|Maltodextrine, farine de blé 22%, huile de colza, crème en poudre, Roquefort déshydraté 10%, beurre concentré, graisse de coprah, sirop de glucose, extrait de malt d'orge, sel, extrait de levure, émulsifiant : lécithine de colza, acidifiant : acide citrique, colorants : extrait de paprika et caroténoïdes. Peut contenir des traces de poisson, fruits à coque, oeuf, soja et céleri.|2285|34|14|1.8|9.1|1.6|||||||||||||||||0|blé, crème, Roquefort, orge|E160 - Caroténoïdes,E160c - Extrait de paprika,E322 - Lécithines,E322i - Lécithine,E330 - Acide citrique|
Snacks|Carrefour|Crackers|d|Farine de _blé_, huiles végétales, sucre, poudres à lever : carbonates d'ammonium, phosphates de calcium, carbonates de sodium, sirop de sucre inverti, sel 1.4 %, extrait de malt d'_orge_.|2068|23|7.4|3.2|8.3|1.9|||||||||||||||||0|blé, orge|E341 - Phosphates de calcium,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Snacks|Carrefour|Crackers feuilletés à l'emmental|d|Farine de blé 66%, huiles végétales, emmental râpé 15%, sucre, poudres à lever : carbonates d'ammonium – phosphates de calcium – carbonates de sodium, sel, farine d'orge maltée, sirop de sucre inverti.  Peut contenir des traces de graines de sésame.|2126|25|5|2.6|11|1.6|||||||||||||||||0|blé, emmental, fromage, lait, gluten de blé, lait|E341 - Phosphates de calcium,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Snacks|Carrefour|Mini choux goût chèvre & poivre|e|_Oeufs_ entiers pasteurisés, huile de coprah totalement hydrogénée, huile de colza, huile de coprah, _lactosérum_ en poudre, farine de _blé_, farine de riz, stabilisant : sorbitols, _fromages_, _fromage_ en poudre, amidon de riz, amidon de _blé_, arôme, huile de tournesol, amidon de pomme de terre, sel, poivre noir, graines de pavot, poudres à lever : glucono-delta-lactone et carbonates de sodium, levure, épaississant : gomme xanthane, colorants : curcumine et rocou.|2801|59|4.5|1.7|6.5|1.1|||||||||||||||||0|Oeufs, lactosérum, blé, fromages, fromage, blé, lait|E100 - Curcumine,E160b - Rocou,E415 - Gomme xanthane,E420 - Sorbitol,E500 - Carbonates de sodium,E575 - Glucono-delta-lactone|
Snacks|Carrefour|Crackers au sésame & au pavot|d|Farine de _blé_, huiles végétales, sucre, _graines de sésame_ 4.8%, graines de pavot 2.4%, poudres à lever : phosphates de calcium - carbonates de sodium - carbonates d'ammonium, farine d'_orge_ maltée, sel, sirop de sucre inverti caramélisé, épices, extrait de levure, thym, arôme naturel, oignon en poudre, extrait de poivre noir.|2046|23|6.2|4.4|9.3|1.6|||||||||||||||||0|en:gluten,en:sesame-seeds|E341 - Phosphates de calcium,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Snacks|Carrefour|Triangles feuilletés au cheddar et aux herbes de Provence|e|Farine de _blé_, _beurre_ 30 %, _cheddar_ 9.6 %, amidon modifié de maïs, sel, amidon de pomme de terre, arôme naturel, herbes de Provence 0.7 %, poivre noir, protéine de _lait_, oignon en poudre, ail en poudre, dextrose.|2162|29|1.3|1.4|11|3.1|||||||||||||||||0|blé, beurre, cheddar, lait, lait|E14XX - Amidons modifiés|
Snacks|Carrefour|Pétales salés|d|Pomme de terre déshydratée 52.6%, amidon de pomme de terre, huile de tournesol, sel 2.4%, arôme naturel de paprika, arôme naturel de curcuma|2029|23|0.5|4|3.5|2.4|||||||||||||||||0|sulfites, sulfites||
Snacks|Carrefour|Flûtes tomate olive noir origan|e|Farine de _blé_, _beurre_ 23%, tomate 10%, olives noires 5.2%, levure, sel, origan 1%, arôme, _lait_ écrémé en poudre, piment rouge, farine de malt d'_orge_.|2013|21|2.6|4.1|11|2.1|||||||||||||||||0|blé, beurre, lait, orge||
Snacks|Carrefour|Crackers Emmental |d|Farine de _blé_, huile de tournesol et de colza, _emmental_ râpé déshydraté 17 %, sucre, poudres à lever : phosphate monocalcique, carbonate acide d'ammonium, carbonate acide de sodium, sirop de sucre inverti, sel, farine d'_orge_ maltée, arôme naturel, extrait de levure, _fromage_ en poudre, _lactosérum_ en poudre.|2168|29|6.5|2.7|14|1.5|||||||||||||||||0|blé, emmental, orge, lait, fromage, lactosérum|E341 - Phosphates de calcium,E341i - Phosphate monocalcique,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium,E503 - Carbonates d'ammonium,E503ii - Carbonate acide d'ammonium|
Snacks|Carrefour|Goûters dorés pocket Carrefour|e|Farine de blé, sucre, graisse et huile de palme, chocolat au lait 12%, arôme), cacao maigre en poudre 4%, oeufs frais, poudre de lait écrémé, pâte de noisettes, arôme, émulsifiant : lécithine de soja, poudre à lever, sel.|2154|27|35|3|6.5|0.635|||||||||||||||||0||E322 - Lécithines,E322i - Lécithine,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Snacks|Carrefour|Fantômes|d|Huile de tournesol 23%, flocons de pomme de terre 18%, amidon de blé, farine de blé 15%, amidon de pomme de terre, dextrose, sel 1.7%, chapelure, arôme naturel, sucre, colorant : extrait de paprika, oignon en poudre, fromage fondu en poudre.  Peut contenir des traces d'arachides, de crustacés et d'autres céréales contenant du gluten.|2159|28|5.3|2|4|2.2|||||||||||||||||0|blé, blé, blé, lait, fromage, blé, blé, blé, lait, fromage|E160c - Extrait de paprika,E503 - Carbonates d'ammonium,E503i - Carbonate d'ammonium|
Snacks|Carrefour|Popcorn caramel|d|Caramel 71% [sirop de glucose-fructose, sucre, caramel aromatique au _beurre_ salé], maïs 19%, huile de tournesol, _beurre_, poudre de _lait_ écrémé, _lait_ concentré entier, colorant : caramel de sulfite caustique, sel, émulsifiant : lécithine de tournesol.  |1761|5.3|62|2.4|3.7|0.38|||||||||||||||||0|beurre, beurre, beurre, lait, lait|E150b - Caramel de sulfite caustique,E322 - Lécithines,E322i - Lécithine|
Snacks|Carrefour|Chocolats à la liqueur|e|Sucre, pâte de cacao, cerises à l'alcool 12 %, beurre de cacao, alcool, sirop de glucose de blé, alcoolat de cerise 1 %, matière grasse de _lait_ anhydre, arômes, enzyme : invertase, émulsifiant : lécithine de tournesol, acidifiant : acide citrique.|1788|18|53|3.4|2.4|0|||||||||||||||||0|en:milk|E1103 - Invertase,E322 - Lécithines,E322i - Lécithine,E330 - Acide citrique|
Snacks|Carrefour|Mini-Flûtes |e|Farine de _blé_, _beurre_ 23%, _emmental_ 3.7%, levure, sel, graines de _sésame_ 1.9%, tomate en poudre 0.6%, _lait_ écrémé en poudre, origan 0.3%, farine de malt d'_orge_.|2032|22|3|3.5|12|1.9|||||||||||||||||0|blé, beurre, emmental, sésame, lait, orge||
Snacks|Carrefour|Mini choux goût bleu et noix|e|_œufs_ entiers pasteurisés, huile de coprah totalement hydrogénée, farine de _blé_, huile de colza, _fromages_ fondus en poudre, huile de coprah, farine de riz, stabilisant : sorbitols, _fromages_, amidon de _blé_, arômes, huile de tournesol, amidon de pomme de terre, sel, poudres à lever : glucono-delta-lactone et carbonates de sodium, colorants : rocou et curcumine, émulsifiant : mono et diglycérides d'acides gras, levure, épaississant : gomme xanthane, antioxydant : extrait riche en tocophérols.|2731|56|1.4|1.7|7.4|1.3|||||||||||||||||0|œufs, blé, fromages, fromages, blé, lait|E100 - Curcumine,E160b - Rocou,E306 - Extrait riche en tocophérols,E415 - Gomme xanthane,E420 - Sorbitol,E471 - Mono- et diglycérides d'acides gras alimentaires,E500 - Carbonates de sodium,E575 - Glucono-delta-lactone|
Snacks|Carrefour|Sticks et bretzels|d|Farine de _blé_, sel 3%, huile de tournesol, malt de _blé_, levure, correcteur d'acidité : hydroxyde de sodium|1607|3|2|3.6|11|2.9|||||||||||||||||0|blé, blé|E524 - Hydroxyde de sodium|
Snacks|Carrefour|Maxi Briochettes|d|Farine de _blé_ 55 %, _œufs_ frais 12.5 %, eau, sucre, _beurre_ concentré 5 %, fibre de blé 1.1%, poudre de _lait_ entier, levure, sel, arôme, _gluten de blé_, émulsifiant: mono et diglycérides d'acides gras, antioxydant : acide ascorbique, correcteur d'acidité: glucono-delta-lactone.|1389|8.8|8.3||9.9|1.2|||||||||||||||||0||E300 - Acide ascorbique,E471 - Mono- et diglycérides d'acides gras alimentaires,E575 - Glucono-delta-lactone|
Snacks|Carrefour|Feuilletés aux fromages|e|Farine de _blé_, huiles et graisses végétales, _emmental_ 11 %, _mimolette_ 5.6 %, sel, levure, émulsifiant : mono- et diglycérides d'acides gras, acidifiant : acide citrique, colorants : rocou et bêta-carotène.|2210|30|1.3|3.2|13|3.1|||||||||||||||||1|blé, emmental, mimolette, oeufs|E160a - Bêta-carotène,E160ai - Bêta-carotène,E160b - Rocou,E330 - Acide citrique,E471 - Mono- et diglycérides d'acides gras alimentaires|
