categorie|marque|nom|nutritionGradeFr|ingredients|energie100g|graisse100g|sucres100g|fibres100g|proteines100g|sel100g|vitA100g|vitD100g|vitE100g|vitK100g|vitC100g|vitB1100g|vitB2100g|vitPP100g|vitB6100g|vitB9100g|vitB12100g|calcium100g|magnesium100g|iron100g|fer100g|betaCarotene100g|presenceHuilePalme|allergenes|additifs|
Gaufres|Carré d'Eden|Gaufres Fines Caramel au Beurre Salé|e|Farine de _blé_, sucre, beurre15 %, _œufs_, caramel au beurre demi-sel 4.5 %, sucre, sel, eau), sel, arôme|1892|13.7|33.3||6.1|1.1|||||||||||||||||0|blé, lait, œufs, lait, lait||
Gaufres|Eugène Blond|Gaufres fourrées saveur Vergeoise|e|Farine de _blé_, fondant, saveur vergeoise 13%, beurre, margarine [matières grasses végétales, eau, émulsifiant : E471. sucre, acidifiant: acide citrique, arômes naturels, colorant : bêta-carotène], sirop de sucre inverti, sucre, _oeufs_ en poudre, sel, arôme naturel, levure.|1778|14.5|39.1||3.8|0.3|||||||||||||||||1|blé, lait, oeufs|E160a - Bêta-carotène,E160ai - Bêta-carotène,E330 - Acide citrique,E422 - Glycérol,E471 - Mono- et diglycérides d'acides gras alimentaires|
Gaufres|Franprix|Gaufres Poudrées|d|œufs frais 31 % - sucre - farine de _blé_ - huile de colza - sucre décor 4 %- farine de _lupin_ - _lait_ écrémé en poudre - sel - Émulsifiant : lécithines de tournesol - arôme naturel.|1912|24.1|35||7.4|0.81|||||||||||||||||1|Gluten,Lupin,Lait|E322 - Lécithines|
Gaufres|Fresh Food Village|8 Mini Gaufres aux Œufs Frais Bio|d|_œufs_ frais 32 %, sucre de canne, huile de colza, farine d'_épeautre_, farine de _lupin_, _lait_ écrémé en poudre, sel, _œufs_ en poudre, émulsifiant : lécithine de tournesol, arôme naturel.|1996||30.4|2.6|8.3|0.779999999999999|||||||||||||||||0|œufs, épeautre, lupin, lait, œufs, lait|E322 - Lécithines,E322i - Lécithine|
Gaufres|La Dunkerquoise|Gaufres Pur Beurre 22%|d|Farine, maltitol, _beurre_ 22 %, _œufs_, rhum, sel.|1950|17|0.9|3.1|6.7|1.1|||||||||||||||||0|beurre, œufs|E965 - Maltitol,E965i - Maltitol|
Gaufres|La Dunkerquoise|Gaufres Fines Pur Beurre - Caramel au Beurre Salé|e|Farine de _blé_, sucre, beurre17 %, _œufs_, caramel au beurre demi-sel 5 %, sucre, eau, sel). sel, arôme.|1891|14|33|0|6.1|1.1|||||||||||||||||0|blé, lait, œufs, lait, lait||
Gaufres|La Dunkerquoise|La Véritable Gaufre Chocolat|e|Farine de _blé_, sucre, beurre18 %, cacao en poudre, chocolat 2 %, _œufs_, sel, arôme naturel.|1958|18.8|27.4||7.5|1.1|||||||||||||||||0|blé, lait, œufs|E322 - Lécithines,E322i - Lécithine|
Gaufres|Le Chalet des Gaufres|Gaufres Liégeoises Choco|e|Farine de _blé_, sucre, _beurre_, matières grasses non hydrogénées, eau, levure _œufs_, farine de _soja_, poudre de cacao maigre, sirop de glucose, sirop de fructose, sel, émulsifiants: lécithine de coza, lécithine de _soja_, antioxygène: acide ascorbique, arôme.|1966|26|23||7|0.8|||||||||||||||||1||E300 - Acide ascorbique,E322 - Lécithines,E322i - Lécithine,E330 - Acide citrique,E471 - Mono- et diglycérides d'acides gras alimentaires|
Gaufres|Leader Price|La Galette Fine au Chocolat|e|Farine de _blé_, sucre, _beurre_ 17%, chocolat 16%, _œufs_ entiers, poudre de cacao, sel.|2033|20|36||7|1|||||||||||||||||0|blé, beurre, œufs||
Gaufres|Leclerc,Stéphan Pâtisserie|4 Gaufres|c|_ŒUFS_, Farine de _BLÉ_, eau, huile de colza, _LAIT_, sucre, sel.|1598|27|2.6||8.2|0.86|||||||||||||||||0|||
Gaufres|Les Saveurs du Clavon|Gaufres Pur Beurre|e|Farine de _froment_, sucre cristallisé, _beurre_ concentré 25 %, _œufs_ frais entiers, lait UHT entier, sel, colorant E160a.|1996|27.9|28.9||6|0.299999999999999|||||||||||||||||0|froment, beurre, œufs|E160a - Bêta-carotène|
Gaufres|Rita|6 Gaufres Liégeoises Goût Chocolat|e|Farine de _blé_ 28%, huiles végétales, sucre, eau, _œufs_ 3%, farine de _soja_, levure, sirop de glucose, sirop de fructose, poudre de cacao maigre, sel, conservateurémulsifiant, antioxydant, arôme vanille|1981|25.7|29.5||5.9|1.778|||||||||||||||||1|blé, œufs, soja, soja|E282 - Propionate de calcium,E300 - Acide ascorbique,E322 - Lécithines,E322i - Lécithine|
Gaufres|Rita|Gaufres pur beurre|e|Farine de _blé_, sucre, _beurre_ 20 %, _œufs_, poudre de _lait_ demi-écrémé, sel.|1929|25|32|0.6|7.1|0.9|||||||||||||||||0|blé, beurre, œufs, lait||
Gaufres|Stéphan Pâtisseries|4 Gaufres|c|ŒUFS, farine de BLÉ, eau, huile de colza, LAIT, sucre, sel.|1598|27|2.6||8.2|0.86|||||||||||||||||0|||
Gaufres|Sélection BPB|Gaufres Liégeoises|e|Farine de _blé_, matières grasses végétales non hydrogénées, sucre perlé, eau, levure, _œufs_, farine de _soja_, glucose, fructose, sel, conservateur : propionate de calcium, émulsifiant : lécithine de colza, antioxydant : acide ascorbique, arôme.|1900|25|27|2.7|6.63|1|||||||||||||||||1|en:eggs,en:gluten,en:soybeans|E282 - Propionate de calcium,E300 - Acide ascorbique,E322 - Lécithines,E322i - Lécithine,E330 - Acide citrique,E471 - Mono- et diglycérides d'acides gras alimentaires|
Gaufres|Trésors Gourmands|La Gaufre du Nord fourrée arôme Spéculoos|e|Farine de _blé_, sucre, huile et graisse végétales non hydrogénées, sucre inverti, _oeufs_ entiers pasteurisés 4.8%, sirop de glucose, vergeoise, caramel, _lait_ entier en poudre 1.2%, sel, poudres à lever : diphosphates, carbonates de sodium, extrait de malt d'_orge_, rhum, conservateur : sorbate de potassium, acide lactique, cannelle, épices, levure boulangère, arôme.|1707|15|33||5|1.2|||||||||||||||||0|blé, oeufs, lait, orge|E202 - Sorbate de potassium,E270 - Acide lactique,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium|
Gaufres|Trésors Gourmands|Trésors gaufre du nord arôme vanille|e|farine de blé, sucre, huile et graisse végétales non hydrogénées, sucre inverti, eau, œufs entiers pasteurisés 4.8%, sirop de glucose, lait entier en poudre 1 .2%, sel, poudres à lever : diphosphate disodique, bicarbonate acide de sodium, extrait de malt d'orge, rhum, conservateur : sorbate de potassium, acide lactique, cannelle, levure boulangère, arômes. Fabriqué dans un atelier qui utilise des fruits à coque.|1682|15|33||5|1.1|||||||||||||||||0||E202 - Sorbate de potassium,E270 - Acide lactique,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide|
Glace-surgelėe|Carrefour|Le feuilleté Choco Coco|d|Eau, lait écrémé reconstitué, sucre, graisse végétale de coprah, sirop de glucose-fructose, lactose et protéines de lait, cacao maigre en poudre 2.9%, lait de noix de coco en poudre 2.3%, sirop de glucose, noix de coco râpée, chocolat 1 %, pâte de cacao, émulsifiants mono - et diglycérides d'acides gras - esters lactiques des mono - et diglycérides d'acides gras - lécithines de soja, gélifiants farine de graines de caroube et gomme quar, arôme naturel de noix de coco, caséinate de sodium. Peut contenir des traces de gluten, d'oeufs, d'arachides et de fruits à coque.|1130|17|23|1.6|2.6|0.09|||||||||||||||||0||E322 - Lécithines,E410 - Farine de graines de caroube|
Glaces|Arden' Glaces|Glace à l'Italienne Chewing-Gum|d|_Lactose_ et protéine de LAİT réhydraté, sucre, matière grasse végétale, sirop de glucose, stabilisants E401. E407. E410. E412. E466. émulsifiant E471. colorants E124. E122. E151.|766|8.31|16.08||1.91|1|||||||||||||||||0|Lactose|E122 - Azorubine carmoisine,E124 - Ponceau 4R,E151 - Noir brillant BN,E401 - Alginate de sodium,E407 - Carraghénanes,E410 - Farine de graines de caroube,E412 - Gomme de guar,E466 - Carboxyméthylcellulose,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Auchan|Crème glacée Yaourt sauce fruits rouges|d|Yaourt23%, sirop de glucose-fructose, lait écrémé, crème fraîche, lactoseet protéines de lait, sucre, groseille rouge 2.5%, purée de mûre 2.4%, purée de sureau 2.4%, eau, mûre 1 .2%, purée de myrtille 0.9%, myrtille 0.9%, amidon modifié de maïs, émulsifiant : mono- et diglycérides d'acides gras ; stabilisants : gomme guar, farine de graines de caroube ; correcteurs d'acidité : acide citrique, citrates de sodium ; concentrés de carotte noire et de cassis, épaississant : pectines, arômes naturels.|749|6.6|24||2.6|0.14|||||||||||||||||0|en:milk|E14XX - Amidons modifiés,E330 - Acide citrique,E331 - Citrates de sodium,E410 - Farine de graines de caroube,E412 - Gomme de guar,E440 - Pectines,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Auchan|Vanille Fruits Exotiques|c|Eau, _lait_ écrémé réhydraté, sirop de glucose, sucre, sirop de glucose- fructose, mélange de fruits exotiques 8 %, Jus de fruits de la passion à base de concentré 5.3 %, graisse végétale de coprah, _lactose_et protéines de _lait_ , jus concentré de pêche; gélifiants: farine de graines de caroube, gomme guar; colorant: caroténoïdes;émulsifiants: mono- et diglycérides d'acides gras, esters lactiques des mono- et diglycérides d'acides gras ; acidifiant : acide citrique, arôme naturel de fruits de la passion, arôme naturel de vanille, protéines de pois hydrolysées, arômes naturels.|644|4.3|21||1.1|0.06|||||||||||||||||0|Lait|E160 - Caroténoïdes,E330 - Acide citrique,E410 - Farine de graines de caroube,E412 - Gomme de guar,E471 - Mono- et diglycérides d'acides gras alimentaires,E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras|
Glaces|Auchan|Glace façon mojito|c|Glace saveur menthe 56% : eau, sirop de glucose-fructose, sucre, matière grasse de coprah, lactoseet protéines de lait, émulsifiant: mono - et diglycérides d'acides gras; stabilisants: gomme guar, alginate de sodium; arôme naturel. Sorbet citron vert 44% : eau, jus de citron vert à base de concentré 18%, sucre, sirop de glucose-fructose, arôme naturel de citron et de citron vert; colorants: complexes cuivriques de chlorophyllines, curcumine.|527|1.9|24|0.5|0.2|0.5|||||||||||||||||0|Lait|E100 - Curcumine,E141 - Complexe cuivrique des chlorophylles,E401 - Alginate de sodium,E412 - Gomme de guar|
Glaces|Auchan|Glace facon pina colada|c|Glace saveur noix de coco 56% : eau, sirop de glucose-fructose, sucre, matière grasse de coprah, rhum gélifié*, arôme naturel, lactoseet protéines de lait, émulsifiant : mono- et diglycérides d'acides gras ; stabilisants : gomme guar, alginate de sodium. Glace à l'eau saveur ananas 44% : eau, sucre, sirop de glucose-fructose, arôme naturel, acidifiant : acide citrique ; colorant : caroténoïdes. Traces éventuelles de fruits à coque. *0.8% d'alcool dans le produit fini. L'abus d'alcool est dangereux pour la santé.|477|1.9|22|0.5|0.2|0.05|||||||||||||||||0|Lait|E150 - Caramel,E160 - Caroténoïdes,E330 - Acide citrique,E401 - Alginate de sodium,E412 - Gomme de guar,E460 - Celluloses,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Auchan|Grands gourmands Amandes|d|Glace vanille 68% : eau, sucre, lactose et protéines de _lait_, matière grasse végétale, sirop de glucose, émulsifiant : mono et diglycérides d'acides gras, stabilisants : gomme guar, farine de graines de caroube, arômes naturels vanille 0.35%, gousse de vanille épuisées broyées, colorant : béta-carotène. Enrobage chocolat au _lait_ : 27% : sucre, beurre de cacao, pâte de cacao, poudre de _lait_ écrémé, matière grasse du _lait_, lactosérum, matière grasse végétale, émulsifiants : lécithine de soja, polyricinoléate de polyglycérol, arôme. _amandes_ hachées grillées 5%|968|14.8|20.2|0.7|2.4|0.127|||||||||||||||||0|en:milk,en:nuts|E160a - Bêta-carotène,E160ai - Bêta-carotène,E322 - Lécithines,E322i - Lécithine,E410 - Farine de graines de caroube,E412 - Gomme de guar,E471 - Mono- et diglycérides d'acides gras alimentaires,E476 - Esters polyglycériques d'acides gras d'huile de ricin|
Glaces|Auchan Bio,Auchan|Creme glace chocolat|c|Eau, sucre de canne, crème fraîche, lait écrémé en poudre, jaune d’œuf*, chocolat noir 5%, cacao maigre en poudre*, blanc d’œuf ; épaississants gomme guar, farine de graines de caroube ; arôme naturel de vanille. Élaboré à partir de lait origine UE.|808|8.9|22|1|4.6|0.03|||||||||||||||||0|en:eggs,en:milk|E322 - Lécithines,E322i - Lécithine,E410 - Farine de graines de caroube,E412 - Gomme de guar|
Glaces|Bio Village,Marque Repère|Crème glacée Chocolat Noir|c|Eau ; sucre de canne* 15 % ; _beurre_ doux* chocolat noir* 6 %; poudre de cacao maigre* ; _lait_ écrémé en poudre* 5 % ; extrait de riz* ; jaune d'_œuf_* ; gélifiants : farine de graines de caroube, gomme guar ; émulsifiant : lécithines. * Ingrédients issus de l'agriculture biologique.|808|8.6|24|2.6|3.7|0.14|||||||||||||||||0|beurre, lait, œuf, soja|E322 - Lécithines,E410 - Farine de graines de caroube,E412 - Gomme de guar|
Glaces|Caresse & Caline|Glace à la Vanille|c|_Lait_ entier de Caresse et Caline* 64%, sucres* jaunes d’_œufs_*, crème*, poudre de _lait_*, extrait de vanille* 0.6 %, gousse de vanille Bourbon* 0.6 %, épaississant, gélifiants. *Issue de l'agriculture biologique.|690|7.6|15.8||5.1|0.16|||||||||||||||||0||E401 - Alginate de sodium,E407 - Carraghénanes,E410 - Farine de graines de caroube|
Glaces|Carrefour|12 Vanille|e|_ Eau, sucre, graisse végétale de coprah, lait écrémé reconstitué, lactose et protéines de lait, farine de riz 2.2%, lactosérum en poudre, sirop de glucose, cacao maigre en poudre 1.2%, émulsifiants : mono - et diglycérides d'acides gras et esters citriques des mono - et diglycérides d'acides gras, gélifiants : farine de graines de caroube et gomme guar, caramel aromatique, arôme naturel de vanille, sel, beurre de cacao, colorants : rocou et curcumine. Peut contenir des traces de fruits à coque, d'arachides, de soja, d'œufs et de gluten .|1252|18|28|0.5|1.9|0.23|||||||||||||||||0|lactose, lait, lactosérum|E100 - Curcumine,E160b - Rocou,E330 - Acide citrique,E410 - Farine de graines de caroube,E412 - Gomme de guar|
Glaces|Carrefour|Crème glacée Yaourt nature Carrefour|c|Crème glacée au yaourt nature : Yaourt nature 30%, lait écrémé reconstitué, eau, sucre, crème, sirop de glucose-fructose, lactosérum en poudre, sirop de glucose, émulsifiant : mono- et diglycérides d'acides gras, gélifiants : farine de graines de caroube et gomme guar, jus concentré de citron jaune.|670|5.3|23||2.6|0.08001|||||||||||||||||0||E410 - Farine de graines de caroube,E412 - Gomme de guar,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Carrefour|Sorbet Poire fraîcheur Carrefour|c|Sorbet à la poire 93% : eau, purée de poire 30%*, sirop de glucose-fructose, sucre, arôme naturel de poire avec autres arômes naturels, stabilisants : gomme guar - farine de graines de caroube - pectine, protéines de lait et lactose, jus de citron concentré, dextrose, protéines de pois hydrolysées, acidifiant : acide ascorbique. *Pourcentage exprimé sur le sorbet à la poire. Morceaux de poire semi-confits 7% : Poires 64%*, sirop de glucose-fructose de blé, jus de citron concentré. *Pourcentage exprimé sur les morceaux de poire semi-confits.|506|0.06|26|0.3|0.3|0|||||||||||||||||0||E300 - Acide ascorbique,E410 - Farine de graines de caroube,E412 - Gomme de guar,E440 - Pectines,E440i - Pectine|
Glaces|Carrefour|Crème glacée Yaourt & fruits rouges Carrefour|c|Crème glacée au yaourt 97.8% : Yaourt 30%, lait écrémé reconstitué, eau, sucre, crème, sirop de glucose-fructose, lactosérum en poudre, sirop de glucose, émulsifiant : mono- et diglycérides d'acides gras, gélifiants : farine de graines de caroube et gomme guar, jus concentré de citron. Morceaux de fruits rouges déshydratés 2.2% : Fraise 32.5%, cassis 32.5%, cerise 32.5%, huile de colza.|686|5.3|23|0.6|2.7|0.070104|||||||||||||||||0||E410 - Farine de graines de caroube,E412 - Gomme de guar,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Carrefour|Vanille|d|Eau, sucre, lait écrémé reconstitué, farine de blé, graisse et huile végétale de coprah, sirop de glucose-fructose, lactosérum en poudre, morceaux de noisettes caramélisées, cacao maigre en poudre 1%, émulsifiants : mono - et diglycérides d'acides gras et lécithines de soja, gélifiants : farine de graines de caroube et gomme guar, arôme naturel de vanille, arôme naturel, sel, gousses de vanille épuisées broyées, colorant : caroténoïdes. Peut contenir des traces d'œufs, d'arachides et d'autres fruits à coque.|966|11|22|0.9|2.5|0.18|||||||||||||||||0|en:gluten,en:milk,en:nuts,en:soybeans,fr:Chemisage et décor au cacao maigre 11 %,fr:Glace à la vanille en décor 35 %,fr:Glace à la vanille en garniture 35 %|E160 - Caroténoïdes,E410 - Farine de graines de caroube,E412 - Gomme de guar|
Glaces|Carrefour|Liégeois au Café|d|Ingrédient: Eau, lait écrémé reconstitué, sucre, graisse et huile végétale de coprah, sirop de glucose, sirop de glucose-fructose, lactose et protéines de lait, café en poudre 0.6%, émulsifiants : mono - et diglycérides d'acides gras et lécithines de soja, gélifiants : farine de graines de caroube - gomme guar - pectines, cacao maigre en poudre 0.4%, arôme naturel de café, colorant : caramel ordinaire, morceaux de noisette 0.2%, chocolat 0.2%, sirop de sucre caramélisé, arôme naturel de vanille, arôme naturel. Peut contenir des traces de gluten, d'œufs, d'arachides et d'autres fruits à coque.|890|9.2|25|0.5|1.9|0.1|||||||||||||||||0|lactose, lait, lactose, lait, soja, amandes|E150a - Caramel E150a,E322 - Lécithines,E410 - Farine de graines de caroube,E412 - Gomme de guar,E440 - Pectines|
Glaces|Carrefour|Crème glacée pistache|d|Crème glacée à la pistache 94% : Lait écrémé réhydraté, crème, eau, sucre, sirop de glucose-fructose de blé, lactose et protéines de lait, pâte de pistache 3%*, émulsifiant : mono- et diglycérides d'acides gras, stabilisants : farine de graines de caroube, gomme guar, carraghénanes, arôme naturel de pistache avec autres arômes naturels, colorants : complexes cuivre-chlorophylles et cuivre-chlorophyllines et curcumine.* Pourcentage exprimé sur la crème glacée à la pistache Morceaux de pistaches 6% Peut contenir des traces d'autres fruits à coque.|848|10|24|0.7|2.5|0.100076|||||||||||||||||0||E141 - Complexe cuivrique des chlorophylles,E407 - Carraghénanes,E410 - Farine de graines de caroube,E412 - Gomme de guar,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Carrefour|Crème Glacée Vanille|d|_Lait_ écrémé reconstitué, eau, _crème_, sucre, _lactosérum_ en poudre, sirop de glucose, sirop de glucose-fructose, émulsifiant : mono- et diglycérides d'acides gras, gélifiants : farine de graines de caroube et gomme guar, arôme naturel de vanille, gousses de vanille épuisées broyées 0.08%, colorants : rocou et curcumine.|798|8.7|24||2.2|0.13|||||||||||||||||0|Lait, crème, lactosérum|E100 - Curcumine,E160b - Rocou,E410 - Farine de graines de caroube,E412 - Gomme de guar,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Carte d'Or|Glace café torréfié de Colombie|d|_LAIT_ écrémé réhydraté, _CRÈME_, sucre, _LAIT_ concentré écrémé, café de Colombie en poudre, éclats de grain de café de Colombie 1.5 %, jaune d'_œuf_, arôme naturel, stabilisant|858|11|21||4.2|0.13|||||||||||||||||0|LAIT, CRÈME, LAIT, œuf, LAIT, LAIT|E410 - Farine de graines de caroube|
Glaces|Carte d'Or,Unilever|Crème Glacée Pistache|d|LAIT écrémé réhydraté, CREME fraîche, sucre, sirop de glucose, sirop de glucose-fructose, PISTACHE, BEURRE concentré, LACTOSE et protéines de LAIT, stabilisants, émulsifant, arôme, épinard en poudre, colorant.|925|11|22|0|3.6|0.1|||||||||||||||||0|LAIT, CREME, PISTACHE, BEURRE, LACTOSE, LAIT|E100 - Curcumine,E407 - Carraghénanes,E410 - Farine de graines de caroube,E412 - Gomme de guar,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Carte d'Or,Unilever|Les Authentiques Rhum Raisins au Rhum des Antilles Françaises|d|LAIT écrémé réhydraté, sucre, CREME, raisins, sirop de glucose, eau, rhum, BEURRE concentré, LACTOSE et protéines de LAIT, stabilisants, émulsifiant, concentré de carotte, arômes, jus de citron concentré. Contient 1.7% d'alcool en volume.|841|7.5|22||2.5|0.1|||||||||||||||||0|LAIT, CREME, BEURRE, LACTOSE, LAIT|E407 - Carraghénanes,E410 - Farine de graines de caroube,E412 - Gomme de guar,E415 - Gomme xanthane,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Carte d'Or,Unilever,Miko|Crème Glacée Chocolat Noir|d|Eau, crème, _lait_ écrémé réhydraté, sirop de glucose-fructose, sucre, cacao maigre en poudre, pâte de cacao, _lactose_ et protéines de _lait_, émulsifiants, stabilisants, arôme.|990|12|21||4|0.096|||||||||||||||||0|en:milk|E407 - Carraghénanes,E410 - Farine de graines de caroube,E412 - Gomme de guar,E442 - Phosphatides d'ammonium,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Casino|Cônes Vanille x6|d|_Lait_ écrémé réhydraté - cornet biscuit 16.5%- _crème_ - sucre - sirop de glucose-fructose - eau - graisse de coprah - _lactosérum_ en poudre - caramel 1.9% - cacao maigre en poudre 1% - _amande_ 0.7% - émulsifiants : mono - et diglycérides d'acides gras, lécithines de _soja_ - beurre de cacao - gélifiants : farine de graines de caroube, gomme guar - arôme naturel de vanille - extrait de vanille - colorants : caroténoïdes, curcumine - gousses de vanille broyées épuisées. Traces d'autres _fruits à coque_, _arachides_ et _œuf_.|1200|14|23|1.2|3.1|0.12|||||||||||||||||0|lait, crème, lactosérum, lait, crème, lactosérum, amandes|E100 - Curcumine,E160 - Caroténoïdes,E322 - Lécithines,E410 - Farine de graines de caroube,E412 - Gomme de guar|
Glaces|Casino|Crème glacée à la pistache|c|Crème glacée pistache 94 % : lait entier 28 %, eau, crème fraiche, sirop de glucose-fructose, sucre, lactose et protéines de lait, pâte de pistache 3 %, sirop de glucose, arôme naturel pistache, mono- et diglycérides d'acides gras, complexe cuivrique des chlorophylles, curcumine, gomme tara, carraghénanes. Morceaux de pistaches hachées grillées 6 %.|902|12|18.5|1.3|3.7|0.1524|||||||||||||||||0||E100 - Curcumine,E141 - Complexe cuivrique des chlorophylles,E407 - Carraghénanes,E417 - Gomme tara,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Casino|Crème brûlée éclats de nougat noir|d|Crème glacée parfum crème brûlée 93.7 % : lait entier, eau, crème, sirop de glucose-fructose, sucre, lactose et protéines de lait, sirop de glucose, mono- et diglycérides d'acides gras, arôme, farine de graines de caroube, gomme guar, arôme naturel, rocou, curcumine. Morceaux de nougat noir enrobés 4.1 % : nougat 95 % [amandes émondées grillées 36 %, sirop de glucose, sucre, pain azyme, caramel ordinaire], enrobage 5 % : matière grasse végétale de noix de coco, cire de carnauba. Morceaux de noisettes au sucre 2.2 % : noisette 50 %, sucre.|832|9.4|24|0.4|2.3|0.1016|||||||||||||||||0||E100 - Curcumine,E150a - Caramel E150a,E160b - Rocou,E410 - Farine de graines de caroube,E412 - Gomme de guar,E471 - Mono- et diglycérides d'acides gras alimentaires,E903 - Cire de carnauba|
Glaces|Casino|Crème glacée café - Inclusions café chocolat|d|_Lait_ entier - eau - _crème_ - sucre - sirop de glucose-fructose - _lactose_ et protéines de _lait_ - sirop de glucose - chocolat noir 2.2%-  café en poudre 0.9% - arôme naturel de café - colorant : caramel ordinaire - émulsifiant : mono - et diglycérides d'acides gras - gélifiants : farine de graines de caroube, gomme guar - extrait naturel de café - agents d'enrobage : gomme arabique, shellac - huile de noix de coco. Traces de _gluten_, _œufs_, _arachides_, _soja_ et _fruits à coque_.|841|8.8|25|0.3|2.3|0.07|||||||||||||||||0||E150a - Caramel E150a,E410 - Farine de graines de caroube,E412 - Gomme de guar,E414 - Gomme d'acacia,E904 - Gomme-laque|
Glaces|Casino Bio, Casino|Crème glacée Chocolat noir bio|c|Eau - sucre de canne* 15% - chocolat de couverture noir* 8%- _lait_ écrémé* en poudre - _beurre_* - cacao* en poudre - épaississant : gomme guar* - blanc d'_œuf_* en poudre - gélifiant : farine de graines de caroube* - stabilisant :  carraghénanes. Traces de _soja_ et _fruits à coque_.  *biologique. Les informations en _gras_ sont destinées aux personnes intolérantes ou allergiques|849|9.2|21|3.8|4.1|0.09|||||||||||||||||0||E407 - Carraghénanes,E410 - Farine de graines de caroube,E412 - Gomme de guar|
Glaces|Chef,Métro|Crème Glacée Vanille|d|Eau, _crème_ fraîche, sucre, lactose et protéines de _lait_, sirop de glucose, émulsifiant: E471. stabilisants : farine de graines de caroube - gomme quar et carraghénanes, arômes naturels de vanille, gousses de vanille épuisées broyées, colorant: E160a.|799|8.4|24.1||1.7|0.2|||||||||||||||||0|Lait, crème, lait, lactose|E160a - Bêta-carotène,E410 - Farine de graines de caroube,E412 - Gomme de guar,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Cora|Cônes Citron Framboise|c|Eau - sucre - sirop de glucose-fructose - purée de framboise 12.9% - farine de _blé_ - jus de citron à base de concentré 5.7% - _lait_ écrémé réhydraté - matières grasses de palmiste, palme et coprah - _lactose_ et protéines de _lait_ - _crème_ fraîche - purée de framboise concentrée 1% - poudre de cacao maigre -émulsifiants: lécithines de _soja_, mono- et diglycérides d'acides gras - stabilisants: pectines, gomme guar, farine de graines de caroube, carraghénanes - jus de citron concentré - arôme naturel de framboise - protéines de pois hydrolysées - colorant: anthocyanes - dextrose - sureau concentré - arôme naturel - correcteur d'acidité: citrates de sodium - arôme naturel d'orange.|948|6.1|29.4|1.2|2.1|0.07|||||||||||||||||1|blé, lait, lactose, lait, crème, soja|E163 - Anthocyanes,E322 - Lécithines,E331 - Citrates de sodium,E407 - Carraghénanes,E410 - Farine de graines de caroube,E412 - Gomme de guar,E440 - Pectines,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Dia|Glace 3 Chocolats|c|Glace au chocolat blanc 40.4 %, matière grasse végétale, lactosérum en poudre, lait écrémé en poudre, mono- et diglycérides d'acides gras, stabilisants),  Glace au chocolat 40.4 %, matière grasse végétale, lactosérum en poudre, sucre, lait écrémé en poudre, émulsifiant, stabilisants), Sauce au cacao maigre 17.8 %, sel), Copeaux de chocolat noir 1.4 %).|597|8.3|13.2|0.8|1|0.1016|||||||||||||||||0||E1442 - Phosphate de diamidon hydroxypropyle,E14XX - Amidons modifiés,E322 - Lécithines,E322i - Lécithine,E410 - Farine de graines de caroube,E412 - Gomme de guar,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Erhard|Crême glacée Bio Chocolat|c|eau, sucre de canne*, chocolat noir* 8 %,, beure de cacao*, poudre de _LAIT_ écrémé*, beure de baratte doux*, poudre de cacao*, épaissisant : gomme guar*, poudre de blanc d’_ŒUF_, gélifiant : farine de graines de caroube*, stabilisant : carraghérianes. * ingrédient issus de l'agriculture biologique|823|9.5|22|3.9|3.9|0.1|||||||||||||||||0|en:eggs,en:milk|E410 - Farine de graines de caroube,E412 - Gomme de guar|
Glaces|Erhard|Glace Chocolat Blanc de Suisse|d|LAIT entier pasteurisé de la ferme, crème pasteurisée de Bretagne, chocolat blanc de Suisse 12 %, sucré, LACTOSE et protéines de LAIT, sirop de glucose déshydraté, émulsifiant: mono- et diglycérides d'acides gras, gélifiants: farine de graines de caroube.|979|13|24||3.2|0.17|||||||||||||||||0|Lait,Soja, LAIT, LAIT, LAIT, SOJA, LACTOSE, LAIT|E322 - Lécithines,E322i - Lécithine,E410 - Farine de graines de caroube,E471 - Mono- et diglycérides d'acides gras alimentaires|
